user_id	avg_pay_amt	avg_pay_amt_weekdays
18304	[49,65)	[49,65)
18305	[49,65)	[49,65)
18306	[36,49)	[29,36)
18307	[36,49)	[36,49)
18308	[29,36)	[29,36)
18309	[49,65)	未知
18310	>=65	>=65
18311	[36,49)	未知
18312	<29	<29
18313	<29	<29
18314	<29	<29
18315	>=65	>=65
18316	[49,65)	[49,65)
18317	[36,49)	[36,49)
18318	[29,36)	[29,36)
18319	<29	<29
18320	[36,49)	[29,36)
18321	[29,36)	[29,36)
18322	<29	<29
18323	[49,65)	[49,65)
18324	[36,49)	[36,49)
18325	<29	<29
18326	[36,49)	[36,49)
18327	[36,49)	[29,36)
18328	[29,36)	[29,36)
18329	>=65	>=65
18330	[49,65)	[49,65)
18331	[29,36)	[36,49)
18332	[36,49)	[36,49)
18333	<29	<29
18334	[36,49)	[36,49)
18335	[29,36)	[29,36)
18336	[36,49)	[36,49)
18337	>=65	>=65
18338	[49,65)	[49,65)
18339	[29,36)	[29,36)
18340	[36,49)	[36,49)
18341	[36,49)	未知
18342	[36,49)	未知
18343	<29	<29
18344	[36,49)	[36,49)
18345	>=65	[49,65)
18346	<29	<29
18347	[49,65)	[49,65)
18348	[29,36)	[29,36)
18349	<29	<29
18350	[29,36)	[29,36)
18351	>=65	>=65
18352	[49,65)	[49,65)
18353	>=65	>=65
18354	[36,49)	[36,49)
18355	[29,36)	[29,36)
18356	[36,49)	未知
18357	>=65	>=65
18358	[36,49)	[36,49)
18359	[29,36)	[29,36)
18360	[49,65)	[49,65)
18361	<29	<29
18362	[49,65)	[49,65)
18363	<29	<29
18364	[36,49)	[36,49)
18365	[36,49)	[36,49)
18366	<29	<29
18367	[29,36)	<29
18368	[36,49)	未知
18369	<29	<29
18370	[29,36)	[29,36)
18371	[36,49)	未知
18372	[36,49)	[29,36)
18373	>=65	>=65
18374	>=65	>=65
18375	[29,36)	[29,36)
18376	[49,65)	[49,65)
18377	[36,49)	[36,49)
18378	[36,49)	[36,49)
18379	[36,49)	[36,49)
18380	>=65	>=65
18381	<29	<29
18382	>=65	>=65
18383	[36,49)	未知
18384	[29,36)	[29,36)
18385	[29,36)	[36,49)
18386	[36,49)	未知
18387	<29	<29
18388	[49,65)	[49,65)
18389	[36,49)	[36,49)
18390	[36,49)	[36,49)
18391	>=65	>=65
18392	[36,49)	[36,49)
18393	<29	<29
18394	[29,36)	<29
18395	[29,36)	[29,36)
18396	[36,49)	[36,49)
18397	<29	<29
18398	[36,49)	[36,49)
18399	[36,49)	[36,49)
18400	[29,36)	[29,36)
18401	[49,65)	[49,65)
18402	>=65	>=65
18403	[29,36)	[29,36)
18404	<29	<29
18405	>=65	>=65
18406	>=65	>=65
18407	[49,65)	[36,49)
18408	[36,49)	[29,36)
18409	[29,36)	[29,36)
18410	[49,65)	[36,49)
18411	<29	<29
18412	>=65	>=65
18413	>=65	>=65
18414	[49,65)	[49,65)
18415	[36,49)	[36,49)
18416	>=65	>=65
18417	[36,49)	[36,49)
18418	[36,49)	[36,49)
18419	[36,49)	[36,49)
18420	>=65	>=65
18421	[49,65)	[49,65)
18422	<29	<29
18423	[29,36)	[29,36)
18424	[36,49)	[36,49)
18425	[36,49)	[36,49)
18426	>=65	[49,65)
18427	[29,36)	<29
18428	[29,36)	[29,36)
18429	[49,65)	[49,65)
18430	[36,49)	未知
18431	[49,65)	[49,65)
18432	[36,49)	[36,49)
18433	[36,49)	[36,49)
18434	[49,65)	[49,65)
18435	<29	<29
18436	[36,49)	[36,49)
18437	[36,49)	[36,49)
18438	[36,49)	[36,49)
18439	[29,36)	[29,36)
18440	[49,65)	未知
18441	>=65	[49,65)
18442	<29	<29
18443	<29	<29
18444	<29	<29
18445	<29	<29
18446	[49,65)	[49,65)
18447	[49,65)	[49,65)
18448	[29,36)	[29,36)
18449	[36,49)	未知
18450	<29	<29
18451	[36,49)	[29,36)
18452	[36,49)	[36,49)
18453	<29	<29
18454	[29,36)	[29,36)
18455	[49,65)	>=65
18456	[29,36)	<29
18457	[36,49)	未知
18458	>=65	>=65
18459	[36,49)	[29,36)
18460	<29	<29
18461	[29,36)	[29,36)
18462	>=65	>=65
18463	<29	<29
18464	>=65	[49,65)
18465	[49,65)	[36,49)
18466	>=65	>=65
18467	[29,36)	[29,36)
18468	[49,65)	[49,65)
18469	[29,36)	[29,36)
18470	[36,49)	[36,49)
18471	<29	<29
18472	[36,49)	未知
18473	[49,65)	[49,65)
18474	[49,65)	[49,65)
18475	>=65	>=65
18476	[36,49)	[36,49)
18477	[36,49)	[36,49)
18478	<29	<29
18479	[36,49)	[36,49)
18480	[36,49)	未知
18481	>=65	>=65
18482	<29	<29
18483	>=65	>=65
18484	<29	<29
18485	[36,49)	[36,49)
18486	<29	<29
18487	<29	<29
18488	<29	<29
18489	[36,49)	[36,49)
18490	>=65	[49,65)
18491	<29	<29
18492	<29	<29
18493	<29	<29
18494	[49,65)	[49,65)
18495	<29	<29
18496	<29	<29
18497	[49,65)	未知
18498	>=65	>=65
18499	[49,65)	[49,65)
18500	>=65	>=65
18501	[49,65)	未知
18502	<29	<29
18503	[36,49)	未知
18504	[49,65)	[49,65)
18505	[36,49)	[36,49)
18506	>=65	>=65
18507	[49,65)	[49,65)
18508	[29,36)	<29
18509	[49,65)	[36,49)
18510	[49,65)	[49,65)
18511	>=65	>=65
18512	>=65	>=65
18513	>=65	>=65
18514	<29	<29
18515	[29,36)	[29,36)
18516	[36,49)	[36,49)
18517	[29,36)	[29,36)
18518	>=65	>=65
18519	[29,36)	[29,36)
18520	<29	[29,36)
18521	>=65	>=65
18522	>=65	>=65
18523	>=65	>=65
18524	[36,49)	[36,49)
18525	[36,49)	[36,49)
18526	<29	<29
18527	[29,36)	[29,36)
18528	<29	<29
18529	[49,65)	[49,65)
18530	[49,65)	[49,65)
18531	<29	<29
18532	[36,49)	[36,49)
18533	[29,36)	[29,36)
18534	<29	<29
18535	[29,36)	[29,36)
18536	[36,49)	[36,49)
18537	[36,49)	未知
18538	[29,36)	[29,36)
18539	[49,65)	[49,65)
18540	<29	<29
18541	<29	<29
18542	[49,65)	[49,65)
18543	>=65	>=65
18544	<29	<29
18545	[29,36)	[29,36)
18546	[49,65)	[49,65)
18547	[36,49)	未知
18548	<29	<29
18549	[49,65)	未知
18550	>=65	>=65
18551	[29,36)	<29
18552	>=65	>=65
18553	<29	<29
18554	<29	<29
18555	[49,65)	[49,65)
18556	<29	<29
18557	<29	<29
18558	<29	<29
18559	>=65	[49,65)
18560	[36,49)	[36,49)
18561	[49,65)	[49,65)
18562	<29	<29
18563	[29,36)	[29,36)
18564	>=65	>=65
18565	[29,36)	<29
18566	[49,65)	[49,65)
18567	[49,65)	[36,49)
18568	[36,49)	[36,49)
18569	[29,36)	[29,36)
18570	[29,36)	[29,36)
18571	<29	<29
18572	[29,36)	[29,36)
18573	[36,49)	[36,49)
18574	[36,49)	[36,49)
18575	[29,36)	[29,36)
18576	>=65	>=65
18577	[49,65)	[49,65)
18578	[36,49)	未知
18579	[36,49)	[36,49)
18580	<29	<29
18581	[49,65)	[49,65)
18582	[36,49)	[29,36)
18583	[36,49)	[36,49)
18584	[36,49)	[36,49)
18585	[36,49)	[36,49)
18586	<29	<29
18587	[49,65)	[49,65)
18588	[49,65)	[49,65)
18589	<29	<29
18590	[49,65)	[49,65)
18591	[36,49)	[36,49)
18592	<29	<29
18593	[29,36)	[29,36)
18594	[49,65)	[49,65)
18595	[36,49)	[36,49)
18596	[49,65)	[49,65)
18597	[49,65)	>=65
18598	[49,65)	[49,65)
18599	[36,49)	[36,49)
18600	<29	<29
18601	>=65	>=65
18602	[29,36)	<29
18603	>=65	>=65
18604	[36,49)	[29,36)
18605	>=65	>=65
18606	[29,36)	[29,36)
18607	[49,65)	[49,65)
18608	[49,65)	未知
18609	<29	<29
18610	[36,49)	[36,49)
18611	<29	<29
18612	>=65	>=65
18613	[49,65)	[49,65)
18614	>=65	>=65
18615	<29	<29
18616	>=65	>=65
18617	[36,49)	[36,49)
18618	[49,65)	[49,65)
18619	[36,49)	[36,49)
18620	[36,49)	[36,49)
18621	>=65	>=65
18622	<29	<29
18623	[29,36)	[29,36)
18624	[49,65)	[49,65)
18625	[36,49)	[36,49)
18626	<29	<29
18627	[29,36)	[29,36)
18628	>=65	>=65
18629	[49,65)	[49,65)
18630	[36,49)	[29,36)
18631	[49,65)	[36,49)
18632	[29,36)	[29,36)
18633	[29,36)	[29,36)
18634	[29,36)	[29,36)
18635	[29,36)	[29,36)
18636	[49,65)	[36,49)
18637	[29,36)	[29,36)
18638	>=65	>=65
18639	[36,49)	未知
18640	>=65	>=65
18641	[29,36)	[29,36)
18642	[36,49)	[36,49)
18643	>=65	>=65
18644	>=65	>=65
18645	>=65	>=65
18646	<29	<29
18647	[49,65)	[36,49)
18648	[36,49)	[36,49)
18649	[36,49)	[36,49)
18650	>=65	>=65
18651	[36,49)	[36,49)
18652	<29	<29
18653	[49,65)	[49,65)
18654	[36,49)	[36,49)
18655	[36,49)	[36,49)
18656	[36,49)	[36,49)
18657	[49,65)	[36,49)
18658	>=65	>=65
18659	[29,36)	[29,36)
18660	<29	<29
18661	>=65	>=65
18662	[29,36)	[29,36)
18663	[49,65)	[36,49)
18664	[49,65)	[49,65)
18665	[36,49)	[36,49)
18666	<29	<29
18667	[49,65)	[49,65)
18668	[36,49)	[36,49)
18669	[49,65)	[49,65)
18670	>=65	>=65
18671	[36,49)	[36,49)
18672	<29	<29
18673	[49,65)	未知
18674	<29	<29
18675	>=65	>=65
18676	>=65	>=65
18677	<29	<29
18678	[49,65)	[49,65)
18679	[29,36)	[29,36)
18680	[36,49)	[36,49)
18681	[36,49)	未知
18682	[29,36)	[29,36)
18683	[49,65)	[49,65)
18684	<29	<29
18685	>=65	[49,65)
18686	[49,65)	[49,65)
18687	[29,36)	[29,36)
18688	<29	[29,36)
18689	>=65	>=65
18690	>=65	>=65
18691	[49,65)	[49,65)
18692	<29	<29
18693	[36,49)	[36,49)
18694	[36,49)	[36,49)
18695	[49,65)	>=65
18696	[49,65)	[36,49)
18697	<29	<29
18698	>=65	>=65
18699	>=65	>=65
18700	[49,65)	未知
18701	<29	<29
18702	[49,65)	未知
18703	[36,49)	[36,49)
18704	<29	<29
18705	<29	[29,36)
18706	<29	<29
18707	>=65	>=65
18708	>=65	>=65
18709	<29	<29
18710	[29,36)	<29
18711	>=65	>=65
18712	[36,49)	[36,49)
18713	<29	<29
18714	<29	<29
18715	<29	<29
18716	[29,36)	[29,36)
18717	>=65	>=65
18718	>=65	>=65
18719	[36,49)	未知
18720	>=65	>=65
18721	[36,49)	[36,49)
18722	>=65	>=65
18723	>=65	[36,49)
18724	[36,49)	[36,49)
18725	<29	<29
18726	[49,65)	未知
18727	[36,49)	未知
18728	>=65	>=65
18729	>=65	>=65
18730	<29	<29
18731	[49,65)	[49,65)
18732	[36,49)	[36,49)
18733	>=65	>=65
18734	>=65	>=65
18735	>=65	[49,65)
18736	>=65	>=65
18737	[36,49)	[36,49)
18738	<29	<29
18739	[49,65)	[49,65)
18740	[49,65)	[49,65)
18741	<29	<29
18742	[29,36)	<29
18743	[36,49)	[36,49)
18744	[49,65)	[36,49)
18745	<29	<29
18746	[36,49)	[36,49)
18747	[36,49)	[36,49)
18748	<29	<29
18749	>=65	[49,65)
18750	[36,49)	[36,49)
18751	<29	<29
18752	[49,65)	[49,65)
18753	>=65	>=65
18754	>=65	>=65
18755	>=65	>=65
18756	>=65	>=65
18757	[36,49)	[36,49)
18758	[49,65)	[49,65)
18759	[49,65)	[36,49)
18760	[49,65)	[49,65)
18761	[36,49)	未知
18762	<29	<29
18763	[36,49)	[36,49)
18764	>=65	>=65
18765	>=65	>=65
18766	[36,49)	[36,49)
18767	[49,65)	[49,65)
18768	<29	<29
18769	[29,36)	[29,36)
18770	<29	<29
18771	[36,49)	[29,36)
18772	[36,49)	[36,49)
18773	[29,36)	[29,36)
18774	[29,36)	[29,36)
18775	<29	<29
18776	>=65	>=65
18777	<29	<29
18778	[49,65)	[36,49)
18779	[29,36)	[29,36)
18780	[29,36)	[29,36)
18781	[29,36)	[29,36)
18782	[49,65)	[49,65)
18783	<29	<29
18784	>=65	>=65
18785	[49,65)	未知
18786	[29,36)	[29,36)
18787	>=65	>=65
18788	[36,49)	[36,49)
18789	>=65	>=65
18790	[49,65)	未知
18791	[29,36)	[29,36)
18792	<29	<29
18793	>=65	>=65
18794	[29,36)	[29,36)
18795	[29,36)	[36,49)
18796	<29	<29
18797	[36,49)	[36,49)
18798	[29,36)	[29,36)
18799	<29	<29
18800	[49,65)	[49,65)
18801	[29,36)	[29,36)
18802	[36,49)	未知
18803	<29	<29
18804	[49,65)	[36,49)
18805	[36,49)	未知
18806	[49,65)	未知
18807	[29,36)	[29,36)
18808	[29,36)	[29,36)
18809	<29	<29
18810	[36,49)	[36,49)
18811	[36,49)	[36,49)
18812	[49,65)	[49,65)
18813	<29	<29
18814	<29	<29
18815	<29	<29
18816	<29	<29
18817	<29	<29
18818	[36,49)	[36,49)
18819	[36,49)	[36,49)
18820	[49,65)	[49,65)
18821	>=65	>=65
18822	<29	<29
18823	[29,36)	[29,36)
18824	[49,65)	[49,65)
18825	<29	<29
18826	<29	<29
18827	[36,49)	[36,49)
18828	<29	<29
18829	>=65	>=65
18830	[36,49)	未知
18831	[36,49)	[36,49)
18832	[36,49)	[36,49)
18833	<29	<29
18834	[36,49)	[36,49)
18835	<29	<29
18836	[49,65)	[49,65)
18837	[49,65)	[49,65)
18838	[36,49)	[36,49)
18839	[49,65)	[49,65)
18840	<29	<29
18841	[36,49)	[36,49)
18842	[36,49)	[36,49)
18843	<29	<29
18844	[36,49)	[36,49)
18845	>=65	>=65
18846	[29,36)	[29,36)
18847	[36,49)	[36,49)
18848	>=65	>=65
18849	<29	<29
18850	<29	<29
18851	[36,49)	[36,49)
18852	[29,36)	[29,36)
18853	[29,36)	[29,36)
18854	>=65	>=65
18855	<29	<29
18856	>=65	>=65
18857	[29,36)	[29,36)
18858	<29	<29
18859	[29,36)	[29,36)
18860	[29,36)	[29,36)
18861	<29	<29
18862	>=65	>=65
18863	<29	<29
18864	<29	<29
18865	<29	<29
18866	[49,65)	[49,65)
18867	[49,65)	[49,65)
18868	>=65	>=65
18869	<29	<29
18870	[49,65)	[49,65)
18871	[49,65)	[49,65)
18872	>=65	>=65
18873	[29,36)	[29,36)
18874	>=65	>=65
18875	[49,65)	>=65
18876	[36,49)	未知
18877	>=65	>=65
18878	>=65	>=65
18879	[36,49)	[36,49)
18880	<29	<29
18881	[29,36)	[29,36)
18882	<29	<29
18883	<29	<29
18884	>=65	>=65
18885	>=65	>=65
18886	[29,36)	[29,36)
18887	[29,36)	[29,36)
18888	[36,49)	未知
18889	>=65	>=65
18890	>=65	>=65
18891	[49,65)	未知
18892	>=65	>=65
18893	[36,49)	[36,49)
18894	[36,49)	[36,49)
18895	>=65	>=65
18896	>=65	>=65
18897	[49,65)	[49,65)
18898	[29,36)	[29,36)
18899	>=65	>=65
18900	[36,49)	未知
18901	[49,65)	[49,65)
18902	[29,36)	[29,36)
18903	>=65	>=65
18904	[29,36)	[29,36)
18905	>=65	>=65
18906	<29	<29
18907	[36,49)	[36,49)
18908	<29	<29
18909	<29	<29
18910	<29	<29
18911	[49,65)	未知
18912	[49,65)	[49,65)
18913	[29,36)	[29,36)
18914	[36,49)	[36,49)
18915	<29	<29
18916	<29	<29
18917	<29	<29
18918	[36,49)	[36,49)
18919	[29,36)	[29,36)
18920	[29,36)	[29,36)
18921	[49,65)	[49,65)
18922	[49,65)	[49,65)
18923	[49,65)	[49,65)
18924	>=65	>=65
18925	>=65	>=65
18926	>=65	[49,65)
18927	<29	<29
18928	[36,49)	[36,49)
18929	>=65	>=65
18930	<29	<29
18931	[49,65)	[49,65)
18932	[29,36)	[29,36)
18933	[36,49)	[36,49)
18934	>=65	>=65
18935	[36,49)	[36,49)
18936	[29,36)	[29,36)
18937	[36,49)	[36,49)
18938	<29	<29
18939	[29,36)	[29,36)
18940	>=65	>=65
18941	[49,65)	[49,65)
18942	[49,65)	[36,49)
18943	[29,36)	[29,36)
18944	[36,49)	[36,49)
18945	[29,36)	[29,36)
18946	[36,49)	未知
18947	[36,49)	未知
18948	[36,49)	[36,49)
18949	[29,36)	[36,49)
18950	[29,36)	[29,36)
18951	<29	<29
18952	[29,36)	[29,36)
18953	<29	<29
18954	<29	<29
18955	[29,36)	[29,36)
18956	[49,65)	[49,65)
18957	[29,36)	[29,36)
18958	>=65	>=65
18959	>=65	>=65
18960	>=65	[49,65)
18961	<29	<29
18962	<29	<29
18963	[36,49)	[36,49)
18964	[29,36)	[29,36)
18965	<29	<29
18966	>=65	[49,65)
18967	<29	<29
18968	>=65	>=65
18969	[36,49)	[36,49)
18970	[36,49)	未知
18971	<29	<29
18972	[36,49)	[36,49)
18973	[36,49)	[36,49)
18974	[36,49)	[36,49)
18975	[36,49)	[36,49)
18976	[36,49)	[36,49)
18977	>=65	>=65
18978	[36,49)	[36,49)
18979	<29	<29
18980	<29	<29
18981	[36,49)	[36,49)
18982	[36,49)	未知
18983	[49,65)	[49,65)
18984	[49,65)	[49,65)
18985	>=65	>=65
18986	<29	<29
18987	[49,65)	[36,49)
18988	[49,65)	[36,49)
18989	<29	<29
18990	[49,65)	[36,49)
18991	<29	<29
18992	<29	<29
18993	<29	<29
18994	>=65	>=65
18995	<29	<29
18996	<29	<29
18997	[29,36)	[29,36)
18998	[29,36)	[29,36)
18999	[29,36)	[29,36)
19000	<29	<29
19001	[49,65)	[49,65)
19002	<29	<29
19003	<29	<29
19004	[49,65)	[49,65)
19005	[29,36)	[29,36)
19006	[49,65)	[49,65)
19007	[29,36)	<29
19008	[29,36)	[29,36)
19009	>=65	>=65
19010	>=65	>=65
19011	[29,36)	[36,49)
19012	>=65	>=65
19013	[36,49)	[36,49)
19014	>=65	>=65
19015	[29,36)	[29,36)
19016	[49,65)	[49,65)
19017	[36,49)	未知
19018	<29	<29
19019	[49,65)	[36,49)
19020	<29	<29
19021	<29	<29
19022	[49,65)	[49,65)
19023	<29	<29
19024	[29,36)	[29,36)
19025	>=65	>=65
19026	>=65	>=65
19027	[36,49)	[36,49)
19028	[36,49)	[36,49)
19029	>=65	>=65
19030	[36,49)	[36,49)
19031	[36,49)	[36,49)
19032	[36,49)	[36,49)
19033	>=65	>=65
19034	[49,65)	[49,65)
19035	[36,49)	[29,36)
19036	[49,65)	[36,49)
19037	>=65	>=65
19038	<29	<29
19039	>=65	>=65
19040	[49,65)	[49,65)
19041	[36,49)	[36,49)
19042	[36,49)	[36,49)
19043	<29	<29
19044	[49,65)	[49,65)
19045	[49,65)	[36,49)
19046	[36,49)	[36,49)
19047	>=65	>=65
19048	>=65	>=65
19049	>=65	>=65
19050	>=65	>=65
19051	[49,65)	[49,65)
19052	[49,65)	未知
19053	<29	<29
19054	[29,36)	[29,36)
19055	<29	<29
19056	[49,65)	[49,65)
19057	[29,36)	[29,36)
19058	<29	<29
19059	>=65	>=65
19060	[49,65)	[49,65)
19061	[29,36)	[29,36)
19062	[36,49)	[36,49)
19063	<29	<29
19064	<29	<29
19065	<29	<29
19066	>=65	>=65
19067	<29	<29
19068	[49,65)	[49,65)
19069	<29	<29
19070	>=65	>=65
19071	>=65	>=65
19072	>=65	>=65
19073	[36,49)	[36,49)
19074	[29,36)	[29,36)
19075	[29,36)	<29
19076	<29	<29
19077	[36,49)	[36,49)
19078	[49,65)	[49,65)
19079	>=65	>=65
19080	>=65	>=65
19081	[29,36)	[29,36)
19082	>=65	>=65
19083	>=65	>=65
19084	[29,36)	[29,36)
19085	<29	<29
19086	<29	[29,36)
19087	[49,65)	[49,65)
19088	<29	<29
19089	[49,65)	[49,65)
19090	<29	[29,36)
19091	[36,49)	[36,49)
19092	[36,49)	[36,49)
19093	[36,49)	[36,49)
19094	[49,65)	[49,65)
19095	[36,49)	[36,49)
19096	[36,49)	未知
19097	>=65	>=65
19098	>=65	>=65
19099	[29,36)	[29,36)
19100	<29	<29
19101	>=65	>=65
19102	[49,65)	[49,65)
19103	[36,49)	[36,49)
19104	[29,36)	[36,49)
19105	[49,65)	[49,65)
19106	<29	<29
19107	>=65	>=65
19108	>=65	>=65
19109	>=65	>=65
19110	>=65	>=65
19111	[49,65)	[49,65)
19112	<29	未知
19113	<29	<29
19114	<29	<29
19115	>=65	>=65
19116	>=65	>=65
19117	[49,65)	[49,65)
19118	[49,65)	[49,65)
19119	[29,36)	[29,36)
19120	>=65	>=65
19121	[29,36)	[29,36)
19122	<29	<29
19123	[29,36)	[29,36)
19124	[49,65)	[49,65)
19125	<29	<29
19126	[36,49)	[36,49)
19127	[49,65)	[49,65)
19128	>=65	>=65
19129	[29,36)	[29,36)
19130	[36,49)	未知
19131	<29	<29
19132	[49,65)	[49,65)
19133	[49,65)	[49,65)
19134	[49,65)	[49,65)
19135	[29,36)	[29,36)
19136	[36,49)	[36,49)
19137	[36,49)	[36,49)
19138	[49,65)	[49,65)
19139	[29,36)	未知
19140	<29	<29
19141	[49,65)	[49,65)
19142	[29,36)	[29,36)
19143	[49,65)	[49,65)
19144	[29,36)	[29,36)
19145	<29	<29
19146	[29,36)	[29,36)
19147	<29	<29
19148	[29,36)	[29,36)
19149	<29	<29
19150	>=65	>=65
19151	<29	<29
19152	[49,65)	[49,65)
19153	<29	<29
19154	[36,49)	[36,49)
19155	[29,36)	[29,36)
19156	[36,49)	[36,49)
19157	[36,49)	未知
19158	<29	<29
19159	<29	<29
19160	[49,65)	[49,65)
19161	[49,65)	[49,65)
19162	>=65	>=65
19163	[29,36)	[29,36)
19164	>=65	>=65
19165	>=65	>=65
19166	[36,49)	[29,36)
19167	[49,65)	[49,65)
19168	<29	<29
19169	>=65	>=65
19170	[49,65)	[49,65)
19171	[29,36)	[29,36)
19172	[36,49)	[36,49)
19173	<29	<29
19174	[36,49)	[36,49)
19175	[29,36)	[29,36)
19176	[36,49)	[29,36)
19177	>=65	>=65
19178	[36,49)	[36,49)
19179	<29	<29
19180	>=65	>=65
19181	[49,65)	[36,49)
19182	[36,49)	[36,49)
19183	[29,36)	[29,36)
19184	>=65	>=65
19185	[29,36)	[29,36)
19186	<29	<29
19187	[29,36)	[29,36)
19188	>=65	[49,65)
19189	>=65	>=65
19190	<29	<29
19191	[36,49)	[36,49)
19192	>=65	>=65
19193	<29	<29
19194	[29,36)	[29,36)
19195	[36,49)	未知
19196	>=65	>=65
19197	[49,65)	未知
19198	[36,49)	[36,49)
19199	<29	<29
19200	[49,65)	[36,49)
19201	[29,36)	[29,36)
19202	<29	<29
19203	>=65	[49,65)
19204	<29	<29
19205	<29	<29
19206	[29,36)	[29,36)
19207	>=65	>=65
19208	[36,49)	[36,49)
19209	[29,36)	[29,36)
19210	[49,65)	[49,65)
19211	>=65	>=65
19212	[49,65)	[49,65)
19213	[29,36)	[36,49)
19214	[29,36)	[29,36)
19215	>=65	[49,65)
19216	[49,65)	未知
19217	[36,49)	[36,49)
19218	[36,49)	[36,49)
19219	[36,49)	[36,49)
19220	>=65	>=65
19221	<29	<29
19222	[49,65)	[36,49)
19223	>=65	>=65
19224	[36,49)	[36,49)
19225	[36,49)	未知
19226	[36,49)	[36,49)
19227	[29,36)	[29,36)
19228	[36,49)	[36,49)
19229	<29	<29
19230	[36,49)	[36,49)
19231	<29	<29
19232	[36,49)	[36,49)
19233	[36,49)	[36,49)
19234	<29	<29
19235	>=65	>=65
19236	>=65	>=65
19237	>=65	>=65
19238	>=65	>=65
19239	[36,49)	[36,49)
19240	[49,65)	[49,65)
19241	[49,65)	[49,65)
19242	[29,36)	[29,36)
19243	[29,36)	[29,36)
19244	[29,36)	[29,36)
19245	>=65	>=65
19246	>=65	>=65
19247	[36,49)	[36,49)
19248	[36,49)	未知
19249	>=65	>=65
19250	<29	<29
19251	>=65	>=65
19252	[36,49)	[29,36)
19253	<29	<29
19254	[36,49)	[36,49)
19255	>=65	>=65
19256	[29,36)	[29,36)
19257	<29	<29
19258	>=65	>=65
19259	<29	<29
19260	[29,36)	[29,36)
19261	>=65	>=65
19262	<29	<29
19263	[49,65)	[36,49)
19264	[49,65)	[49,65)
19265	[49,65)	[49,65)
19266	[49,65)	[49,65)
19267	[49,65)	[49,65)
19268	[36,49)	[36,49)
19269	[49,65)	[36,49)
19270	>=65	>=65
19271	[36,49)	未知
19272	[49,65)	[49,65)
19273	[29,36)	[29,36)
19274	[36,49)	[36,49)
19275	>=65	>=65
19276	<29	<29
19277	>=65	>=65
19278	[49,65)	[49,65)
19279	[36,49)	[36,49)
19280	[36,49)	[36,49)
19281	[36,49)	[36,49)
19282	[29,36)	[29,36)
19283	>=65	[49,65)
19284	[36,49)	[29,36)
19285	<29	<29
19286	[49,65)	[49,65)
19287	[29,36)	[29,36)
19288	<29	<29
19289	[36,49)	[36,49)
19290	[36,49)	[36,49)
19291	<29	[29,36)
19292	<29	[29,36)
19293	[29,36)	[29,36)
19294	[36,49)	[36,49)
19295	>=65	>=65
19296	[29,36)	[29,36)
19297	[49,65)	[49,65)
19298	[36,49)	[36,49)
19299	[36,49)	[36,49)
19300	[36,49)	[36,49)
19301	>=65	>=65
19302	[49,65)	[49,65)
19303	[29,36)	[29,36)
19304	<29	<29
19305	<29	<29
19306	[29,36)	[29,36)
19307	>=65	>=65
19308	>=65	>=65
19309	[36,49)	未知
19310	[29,36)	[29,36)
19311	<29	<29
19312	[29,36)	[36,49)
19313	<29	<29
19314	<29	<29
19315	[36,49)	[36,49)
19316	>=65	>=65
19317	[29,36)	[29,36)
19318	[29,36)	[29,36)
19319	[36,49)	[36,49)
19320	[49,65)	[49,65)
19321	[49,65)	[49,65)
19322	<29	<29
19323	<29	<29
19324	[49,65)	[49,65)
19325	[49,65)	[49,65)
19326	>=65	>=65
19327	>=65	[49,65)
19328	<29	<29
19329	[29,36)	[29,36)
19330	>=65	>=65
19331	[36,49)	[36,49)
19332	>=65	>=65
19333	[29,36)	[29,36)
19334	<29	<29
19335	[29,36)	[36,49)
19336	[29,36)	[29,36)
19337	<29	<29
19338	>=65	>=65
19339	[49,65)	[49,65)
19340	<29	<29
19341	[49,65)	未知
19342	[29,36)	[29,36)
19343	[49,65)	[49,65)
19344	<29	<29
19345	>=65	>=65
19346	[49,65)	[49,65)
19347	[36,49)	[36,49)
19348	<29	<29
19349	>=65	>=65
19350	<29	<29
19351	>=65	>=65
19352	[36,49)	未知
19353	[36,49)	[36,49)
19354	[49,65)	[49,65)
19355	<29	<29
19356	<29	<29
19357	>=65	>=65
19358	[49,65)	[49,65)
19359	<29	<29
19360	<29	<29
19361	<29	<29
19362	[49,65)	[49,65)
19363	[49,65)	[49,65)
19364	[36,49)	[36,49)
19365	[29,36)	[29,36)
19366	[49,65)	[49,65)
19367	[36,49)	[36,49)
19368	[36,49)	[36,49)
19369	<29	<29
19370	[36,49)	[36,49)
19371	[36,49)	[36,49)
19372	[49,65)	[49,65)
19373	<29	<29
19374	[36,49)	未知
19375	>=65	>=65
19376	<29	<29
19377	[49,65)	未知
19378	[36,49)	未知
19379	[36,49)	[36,49)
19380	>=65	>=65
19381	[36,49)	[29,36)
19382	>=65	>=65
19383	<29	<29
19384	>=65	>=65
19385	>=65	>=65
19386	[36,49)	[36,49)
19387	>=65	>=65
19388	>=65	>=65
19389	<29	<29
19390	[49,65)	未知
19391	<29	<29
19392	>=65	>=65
19393	[29,36)	[29,36)
19394	[29,36)	[29,36)
19395	<29	<29
19396	<29	<29
19397	[49,65)	[49,65)
19398	<29	<29
19399	[29,36)	[29,36)
19400	[29,36)	[29,36)
19401	>=65	>=65
19402	[36,49)	[36,49)
19403	>=65	>=65
19404	<29	<29
19405	[49,65)	[49,65)
19406	[49,65)	[49,65)
